_id,dataCollectionDate,beachName,windSpeed,windDirection,airTemp,rain,rainAmount,waterTemp,waterFowl,waveAction,waterClarity,turbidity
719,2009-06-19,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
720,2009-06-20,Marie Curtis Park East Beach,,None,,N/A,15,,,None,None,
721,2009-06-21,Marie Curtis Park East Beach,,NW,14,Yes,1,16.2,140,LOW,"Murky green algae, debris",
722,2009-06-22,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
723,2009-06-23,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
724,2009-06-24,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
725,2009-06-25,Marie Curtis Park East Beach,,None,,N/A,26,,,None,None,
726,2009-06-26,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
727,2009-06-27,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
728,2009-06-28,Marie Curtis Park East Beach,,None,,N/A,4,,,None,None,
729,2009-06-29,Marie Curtis Park East Beach,,None,,N/A,12,,,None,None,
730,2009-06-30,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
731,2009-07-01,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
732,2009-07-02,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
733,2009-07-03,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
734,2009-07-04,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
735,2009-07-05,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
736,2009-07-06,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
737,2009-07-07,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
738,2009-07-08,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
739,2009-07-09,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
740,2009-07-10,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
741,2009-07-11,Marie Curtis Park East Beach,,None,,N/A,12,,,None,None,
742,2009-07-12,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
743,2009-07-13,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
744,2009-07-14,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
745,2009-07-15,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
746,2009-07-16,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
747,2009-07-17,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
748,2009-07-18,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
749,2009-07-19,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
750,2009-07-20,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
751,2009-07-21,Marie Curtis Park East Beach,,None,,N/A,4,,,None,None,
752,2009-07-22,Marie Curtis Park East Beach,,None,,N/A,5,,,None,None,
753,2009-07-23,Marie Curtis Park East Beach,,None,,N/A,26,,,None,None,
754,2009-07-24,Marie Curtis Park East Beach,,None,,N/A,8,,,None,None,
755,2009-07-25,Marie Curtis Park East Beach,,None,,N/A,38,,,None,None,
756,2009-07-26,Marie Curtis Park East Beach,,None,,N/A,9,,,None,None,
757,2009-07-27,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
758,2009-07-28,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
759,2009-07-29,Marie Curtis Park East Beach,,None,17,Yes,,,,None,None,
760,2009-07-30,Marie Curtis Park East Beach,,None,23,N/A,,,,None,None,
761,2009-07-31,Marie Curtis Park East Beach,,SW,25,Yes,,17,67,NONE,"Clear, murky towards etobicoke creek.",
762,2009-08-01,Marie Curtis Park East Beach,,None,,N/A,1,,,None,None,
763,2009-08-02,Marie Curtis Park East Beach,,None,,N/A,0,,,None,None,
764,2009-08-03,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
765,2009-08-04,Marie Curtis Park East Beach,,S,24,No,34,18,5,MOD,Murky,3.3
766,2009-08-05,Marie Curtis Park East Beach,,None,23,Yes,0,18,20,MOD,"brown, Murky",
767,2009-08-06,Marie Curtis Park East Beach,,W,25,Yes,,19,12,LOW,Murky,
768,2009-08-07,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
769,2010-08-09,Marie Curtis Park East Beach,4,NW,20,Yes,0,,,None,None,
770,2010-08-09,Sunnyside Beach,4,NW,20,Yes,0,,,None,None,
771,2010-08-09,Hanlan's Point Beach,4,NW,20,Yes,0,,,None,None,
772,2010-08-09,Gibraltar Point Beach,4,NW,20,Yes,0,,,None,None,
773,2010-08-09,Centre Island Beach,4,NW,20,Yes,0,,,None,None,
774,2010-08-09,Ward's Island Beach,4,NW,20,Yes,0,,,None,None,
775,2010-08-09,Cherry Beach,4,SW,26,Yes,0,20.6,30,LOW,clear,2
776,2010-08-09,Woodbine Beaches,4,SW,26,Yes,0,14.9,70,LOW,"slightly murky, some grey algae",1.7
777,2010-08-09,Kew Balmy Beach,4,SW,26,Yes,0,14.9,50,LOW,murky,4
778,2010-08-09,Bluffer's Beach Park,4,SW,26,Yes,0,14,,LOW,slightly murky,1.5
779,2009-08-08,Marie Curtis Park East Beach,,E,24,No,2,16.2,35,NONE,"Clear, slightly algae",
780,2009-08-09,Marie Curtis Park East Beach,,SW,20,Yes,23,17.1,,NONE,"green, algae",
781,2009-08-10,Marie Curtis Park East Beach,,None,22,Yes,1,14.7,,None,Murky,
782,2009-08-11,Marie Curtis Park East Beach,,E,26,Yes,12,18.1,45,MOD,"Clear, some",
783,2009-08-12,Marie Curtis Park East Beach,,None,25,Yes,,,28,LOW,"brown, murky",
784,2009-08-13,Marie Curtis Park East Beach,,SW,28,No,,20.2,,LOW,clear colourless,
785,2009-08-14,Marie Curtis Park East Beach,,SW,36,No,,21.6,30,LOW,murky,
786,2009-08-15,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
787,2009-08-16,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
788,2009-08-17,Marie Curtis Park East Beach,,N,31,No,,22.7,40,MOD,green and murky,
789,2009-08-18,Marie Curtis Park East Beach,,None,,Yes,1,25.5,,MOD,None,
790,2009-08-19,Marie Curtis Park East Beach,,NW,25,Yes,,19.1,2,LOW,Clear,
791,2009-08-20,Marie Curtis Park East Beach,,S,22,No,29,22,10,MOD,clear,
792,2009-08-21,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
793,2009-08-22,Marie Curtis Park East Beach,,NW,24,Yes,,19.8,45,LOW,murky,
794,2009-08-23,Marie Curtis Park East Beach,,S,22,No,,19.4,30,LOW,"colourless, clear",
795,2009-08-24,Marie Curtis Park East Beach,,NW,24,No,,19.6,48,LOW,Murky,
796,2009-08-25,Marie Curtis Park East Beach,,SE,19,No,,17.9,25,HIGH,murky,
797,2009-08-26,Marie Curtis Park East Beach,,NW,18,No,7,22.3,5,LOW,"clear, blue",
798,2009-08-27,Marie Curtis Park East Beach,,SE,20,No,0,,,None,None,
799,2009-08-28,Marie Curtis Park East Beach,,None,,N/A,12,,,None,None,
800,2009-08-29,Marie Curtis Park East Beach,,SW,20,Yes,19,,,NONE,None,
801,2009-08-30,Marie Curtis Park East Beach,,SW,18,No,,,8,NONE,murky,
802,2009-08-31,Marie Curtis Park East Beach,,N,18,No,0,18.9,10,LOW,clear,
803,2009-09-01,Marie Curtis Park East Beach,,NW,22,No,,19.2,25,LOW,clear,
804,2009-09-02,Marie Curtis Park East Beach,,NW,23,No,,18.3,5,LOW,clear,
805,2009-09-03,Marie Curtis Park East Beach,,NW,24,No,,19.2,10,LOW,clear,
806,2009-09-04,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
807,2009-09-05,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
808,2009-09-06,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
809,2009-09-07,Marie Curtis Park East Beach,,None,,N/A,,,,None,None,
810,2009-05-24,Hanlan's Point Beach,,None,,N/A,,,,None,None,
811,2009-05-25,Hanlan's Point Beach,,NW,,N/A,,8.5,10,LOW,Clear green,
812,2009-05-26,Hanlan's Point Beach,24,E,13,No,0,,,None,None,
813,2009-05-27,Hanlan's Point Beach,,NE,17,Yes,12,9.1,10,LOW,Murky,
814,2009-05-28,Hanlan's Point Beach,,E,17,Yes,14,,,None,None,
815,2009-05-29,Hanlan's Point Beach,,W,18,Yes,3,,,None,None,
816,2009-05-30,Hanlan's Point Beach,,SW,17,Yes,2,9.8,45,MOD,Clear,
817,2009-05-31,Hanlan's Point Beach,,None,,N/A,0,,,None,None,
818,2009-06-01,Hanlan's Point Beach,,E,14,Yes,,8.3,10,NONE,"Clear, green",
819,2009-06-02,Hanlan's Point Beach,,N,21,Yes,,9.3,6,LOW,Clear,
820,2009-06-03,Hanlan's Point Beach,,N,12,No,,9.8,22,LOW,Clear,
821,2009-06-04,Hanlan's Point Beach,,W,16,No,,9.9,,LOW,Clear,
822,2009-06-05,Hanlan's Point Beach,,E,22,No,,12,,LOW,Clear,
823,2009-06-06,Hanlan's Point Beach,,None,,N/A,0,,,None,None,
824,2009-06-07,Hanlan's Point Beach,,None,,N/A,,,,None,None,
825,2009-06-08,Hanlan's Point Beach,,E,15,Yes,10,12,,MOD,"Brown green, gloudy",
826,2009-06-09,Hanlan's Point Beach,,SW,16,Yes,0,12.6,,MOD,Clear-murky,
827,2009-06-10,Hanlan's Point Beach,,NW,14,No,,12,,LOW,Clear and calm,
828,2009-06-11,Hanlan's Point Beach,,N,14,No,6,13.4,12,LOW,"Clean, green",
829,2009-06-12,Hanlan's Point Beach,,N,14,N/A,3,13.5,,LOW,Cloudy green,
830,2009-06-13,Hanlan's Point Beach,,NW,16,No,0,12.8,20,LOW,Clear,
831,2009-06-14,Hanlan's Point Beach,,NW,25,No,,13.5,,LOW,Clear and green algae,
832,2009-06-15,Hanlan's Point Beach,5,E,24,Yes,0,15.6,,LOW,murky,
833,2009-06-16,Hanlan's Point Beach,,NE,18,No,,16.2,,LOW,Clear,
834,2009-06-17,Hanlan's Point Beach,,SE,14,No,9,16.1,25,HIGH,"cloudy, brown",
835,2009-06-18,Hanlan's Point Beach,,None,,N/A,1,,,None,None,
836,2009-06-19,Hanlan's Point Beach,,None,,N/A,,,,None,None,
837,2009-06-20,Hanlan's Point Beach,,None,,N/A,15,,,None,None,
838,2009-06-21,Hanlan's Point Beach,,NW,14,Yes,1,14.9,,MOD,"cloudy, blue green",
839,2009-06-22,Hanlan's Point Beach,,None,,N/A,,,,None,None,
840,2009-06-23,Hanlan's Point Beach,,None,,N/A,,,,None,None,
841,2009-06-24,Hanlan's Point Beach,,None,,N/A,,,,None,None,
842,2009-06-25,Hanlan's Point Beach,,None,,N/A,26,,,None,None,
843,2009-06-26,Hanlan's Point Beach,,None,,N/A,0,,,None,None,
844,2009-06-27,Hanlan's Point Beach,,None,,N/A,,,,None,None,
845,2009-06-28,Hanlan's Point Beach,,None,,N/A,4,,,None,None,
846,2009-06-29,Hanlan's Point Beach,,None,,N/A,12,,,None,None,
847,2010-05-24,Bluffer's Beach Park,,None,,N/A,,,,None,None,
848,2010-05-25,Bluffer's Beach Park,,None,27,No,,15,35,LOW,"Clear, Algae",1
849,2010-05-26,Bluffer's Beach Park,,None,30,No,,16,35,LOW,Clear,6.4
850,2010-05-27,Bluffer's Beach Park,15,NW,30,No,,13,15,LOW,"Clear, with algae at bottom",4.5
851,2010-05-28,Bluffer's Beach Park,,SE,26,No,,16,58,LOW,Clear,3.8
852,2010-05-29,Bluffer's Beach Park,,None,,No,,17,32,LOW,Cloudy,
853,2010-05-30,Bluffer's Beach Park,,None,30,No,,17,45,LOW,"Clear, Algae",
854,2010-05-31,Bluffer's Beach Park,11,None,20,No,2,17.5,70,MOD,Murky with Algae,40
855,2010-06-01,Bluffer's Beach Park,,None,,Yes,6,18,,LOW,Slightly murky with algae,7.2
856,2010-06-02,Bluffer's Beach Park,15,None,27,Yes,21,17.5,80,LOW,Clear with algae,4.2
857,2010-06-03,Bluffer's Beach Park,10,None,20,No,3,,200,MOD,"Grey, Murky",
858,2010-06-04,Bluffer's Beach Park,8,None,23,Yes,2,18,15,LOW,Murky,9.2
859,2010-06-05,Bluffer's Beach Park,,SW,20,Yes,2,19,15,LOW,Clear,4.2
860,2010-06-06,Bluffer's Beach Park,20,N,17,Yes,20,17,55,HIGH,Brown and Murky,117
861,2010-06-07,Bluffer's Beach Park,5,None,19,Yes,,16.8,31,LOW,Grey and Cloudy,176
862,2010-06-08,Bluffer's Beach Park,15,None,20,No,,16,45,LOW,Clear,2.7
863,2010-06-09,Bluffer's Beach Park,13,None,15,Yes,4,14.2,45,MOD,Murky,11.2
864,2010-06-10,Bluffer's Beach Park,13,NW,18,Yes,,14.8,72,MOD,Murky Grey,32
865,2010-06-11,Bluffer's Beach Park,5,None,20,No,,16.4,104,LOW,"Murky, grey/turquoise",6.3
866,2010-06-12,Bluffer's Beach Park,27,E,15,No,4,15.13,92,HIGH,Murky,42.8
867,2010-06-13,Bluffer's Beach Park,5,None,17,N/A,,15.6,12,LOW,Murky,10.8
868,2010-06-14,Bluffer's Beach Park,10,None,25,N/A,,16.4,65,LOW,Clear,2.5
869,2010-06-15,Bluffer's Beach Park,15,None,22,N/A,,16.8,50,LOW,Slightly Murky,2.8
870,2010-06-16,Bluffer's Beach Park,20,None,23,N/A,15,17.3,200,HIGH,"Cloudy, Murky",214.6
871,2010-06-17,Bluffer's Beach Park,,None,20,Yes,,19,34,LOW,Murky,28.8
872,2010-06-18,Bluffer's Beach Park,11,W,25,No,,16.5,50,LOW,Clear,2.1
873,2010-06-19,Bluffer's Beach Park,15,None,26,Yes,,17.7,55,LOW,Slightly Murky,4.2
874,2010-06-20,Bluffer's Beach Park,25,None,26,Yes,,16.6,,LOW,Semi-Clear,2.6
875,2010-06-21,Bluffer's Beach Park,11,None,25,No,,15,51,LOW,Clear,1.4
876,2010-06-22,Bluffer's Beach Park,18,None,22,No,19,17,200,MOD,Murky,9.8
877,2010-06-23,Bluffer's Beach Park,18,None,26,Yes,,17.9,2,LOW,Clear,1.4
878,2010-06-24,Bluffer's Beach Park,17,W,25,Yes,4,13.2,9,MOD,Murky,1.2
879,2010-06-25,Bluffer's Beach Park,11,NW,27,Yes,,15,21,LOW,Clear,2.4
880,2010-06-26,Bluffer's Beach Park,18,None,25,Yes,7,13,50,LOW,Slightlu Murky,2.6
881,2010-06-27,Bluffer's Beach Park,,None,20,Yes,45,13.8,40,LOW,Murky,3.9
882,2010-06-28,Bluffer's Beach Park,11,None,27,Yes,0,17.6,25,LOW,"Murky, Brownish",24.8
883,2010-06-29,Bluffer's Beach Park,15,None,21,Yes,,16,40,LOW,Clear,2
884,2010-06-30,Bluffer's Beach Park,24,NW,21,No,,13,30,LOW,Clear,2.3
885,2010-07-01,Bluffer's Beach Park,22,NW,18,No,,8.6,80,LOW,Clear,1.7
886,2010-07-02,Bluffer's Beach Park,5,None,20,No,,9.1,60,LOW,Clear,2.4
887,2010-07-03,Bluffer's Beach Park,15,None,25,No,,8.5,17,LOW,Clear,2.4
888,2010-07-04,Bluffer's Beach Park,9,None,29,No,,10.2,30,LOW,Murkey/grey,2.1
889,2010-07-05,Bluffer's Beach Park,15,SW,27,No,,9.8,50,LOW,Clear,1.1
890,2010-07-06,Bluffer's Beach Park,5,None,30,N/A,,11.1,55,LOW,"Clear, turquoise",2
891,2010-07-07,Bluffer's Beach Park,5,SW,38,No,,12,45,LOW,Clear,1.1
892,2010-07-08,Bluffer's Beach Park,4,None,34,No,,19,25,LOW,Clear,1.3
893,2010-07-09,Bluffer's Beach Park,4,None,25,Yes,30,18,180,LOW,None,4.7
894,2010-07-10,Bluffer's Beach Park,,None,,N/A,,18.9,45,LOW,None,1.6
895,2010-07-11,Bluffer's Beach Park,5,None,27,No,,20.4,10,LOW,Murkey greyish,3
896,2010-07-12,Bluffer's Beach Park,18,SE,25,Yes,,19.2,50,LOW,Clear,1.4
897,2010-07-13,Bluffer's Beach Park,12,None,30,Yes,,24,45,LOW,Murkey,25.1
898,2010-07-14,Bluffer's Beach Park,14,SE,33,No,,23,25,LOW,Clear,12
899,2010-07-15,Bluffer's Beach Park,4,SE,29,No,,21,32,LOW,Semi clear,4.8
900,2010-07-16,Bluffer's Beach Park,9,None,29,Yes,0,23,41,LOW,Clear,2.1
901,2010-07-17,Bluffer's Beach Park,26,SE,30,No,,18,24,LOW,Clear,1.9
902,2010-07-18,Bluffer's Beach Park,18,S,29,No,,16.5,12,LOW,Clear,1.5
903,2010-07-19,Bluffer's Beach Park,15,None,27,Yes,1,21,24,LOW,"murky, algae",8.9
904,2010-07-20,Bluffer's Beach Park,10,None,24,Yes,,18.4,7,LOW,clear,1.2
905,2010-07-21,Bluffer's Beach Park,,None,,N/A,,18,21,LOW,clear,1.1
906,2010-07-22,Bluffer's Beach Park,17,None,22,No,,16.9,80,LOW,clear,0.9
907,2010-07-23,Bluffer's Beach Park,10,None,24,Yes,36,19.2,110,HIGH,murky,16.1
908,2010-07-24,Bluffer's Beach Park,5,None,26,Yes,13,17.9,50,LOW,"murky, grey",2.4
909,2010-07-25,Bluffer's Beach Park,20,None,24,Yes,,17.2,70,LOW,"murky, greyish",7.5
910,2010-07-26,Bluffer's Beach Park,17,W,28,No,,17.9,17,LOW,clear,1.5
911,2010-07-27,Bluffer's Beach Park,4,None,30,No,,18.8,60,LOW,clear,1.6
912,2010-07-28,Bluffer's Beach Park,17,None,30,Yes,2,18.9,90,HIGH,clear - sandy/algae,5.3
913,2010-07-29,Bluffer's Beach Park,18,NW,21,Yes,7,14,90,LOW,milky brown,39.4
914,2010-07-30,Bluffer's Beach Park,13,SE,19,No,,14.4,40,LOW,clear,1.4
915,2010-07-31,Bluffer's Beach Park,8,None,21,No,,16,30,LOW,clear,1.9
916,2010-08-01,Bluffer's Beach Park,8,None,19,Yes,,20,22,HIGH,Murky,5.2
917,2010-08-02,Bluffer's Beach Park,10,None,30,No,,20.5,15,LOW,Semi-Clear,2.2
918,2010-05-24,Kew Balmy Beach,,None,,N/A,,,,None,None,
919,2010-05-25,Kew Balmy Beach,,None,27,No,,15,15,LOW,"Clear, Algae",8
920,2010-05-26,Kew Balmy Beach,,None,30,No,,16,12,LOW,Clear with a chance of algae.,5.2
921,2010-05-27,Kew Balmy Beach,15,NW,30,No,,14,5,LOW,Clear with algae at bottom,1.6
922,2010-05-28,Kew Balmy Beach,,SE,26,No,,17,30,LOW,Clear,3.8
923,2010-05-29,Kew Balmy Beach,,None,,No,,16.9,60,LOW,Clear,5.4
924,2010-05-30,Kew Balmy Beach,,None,30,No,,17,20,LOW,"Clear, algae",
925,2010-05-31,Kew Balmy Beach,11,None,20,No,2,18,20,MOD,Murky with Algae,17.4
926,2010-06-01,Kew Balmy Beach,,None,,Yes,6,18,30,LOW,Clear,3.6
927,2010-06-02,Kew Balmy Beach,15,None,27,Yes,21,17.8,15,LOW,Clear with algae,3
928,2010-06-03,Kew Balmy Beach,10,None,20,No,3,,40,LOW,Clear,
929,2010-06-04,Kew Balmy Beach,8,None,23,Yes,2,20,19,LOW,Clear,1.4
930,2010-06-05,Kew Balmy Beach,,SW,20,Yes,2,18,28,LOW,"All other sites: clear, 38: murky.",10
931,2010-06-06,Kew Balmy Beach,20,N,17,Yes,20,18.5,20,HIGH,Brown and Murky,110
932,2010-06-07,Kew Balmy Beach,5,None,19,Yes,,16.2,26,LOW,Slightly Cloudy,9.7
933,2010-06-08,Kew Balmy Beach,15,None,20,No,,16,17,LOW,Clear,7.1
934,2010-06-09,Kew Balmy Beach,13,None,15,Yes,4,15,20,MOD,Cloudy,8.4
935,2010-06-10,Kew Balmy Beach,13,NW,18,Yes,,15.62,81,LOW,"Semi-Clear, Greyish",8.4
936,2010-06-11,Kew Balmy Beach,5,None,20,No,,16.3,200,LOW,"Clear, turquoise",3.3
937,2010-06-12,Kew Balmy Beach,27,E,15,No,4,15.4,68,MOD,Slightly murky but still clear,11.6
938,2010-06-13,Kew Balmy Beach,5,None,17,N/A,,15.3,31,LOW,Murky,5.5
939,2010-06-14,Kew Balmy Beach,10,None,25,N/A,,16.9,50,LOW,Clear,3.2
940,2010-06-15,Kew Balmy Beach,15,None,22,N/A,,15.9,110,LOW,Clear,2.5
941,2010-06-16,Kew Balmy Beach,20,None,23,N/A,15,17.6,60,MOD,Murky,24.7
942,2010-06-17,Kew Balmy Beach,,None,20,Yes,,12.8,31,LOW,Clear,1.8
943,2010-06-18,Kew Balmy Beach,11,W,25,No,,17,15,LOW,Clear,1.3
944,2010-06-19,Kew Balmy Beach,15,None,26,Yes,,20.1,40,LOW,Clear,5.1
945,2010-06-20,Kew Balmy Beach,25,None,26,Yes,,16.5,120,LOW,Clear,1.7
946,2010-06-21,Kew Balmy Beach,11,None,25,No,,15,44,LOW,Clear,0.9
947,2010-06-22,Kew Balmy Beach,18,None,22,No,19,17.5,50,LOW,Murky,2.3
948,2010-06-23,Kew Balmy Beach,18,None,26,Yes,,17.7,30,LOW,Clear,1.8
949,2010-06-24,Kew Balmy Beach,17,W,25,Yes,4,15.7,24,MOD,Murky,8.3
950,2010-06-25,Kew Balmy Beach,11,NW,27,Yes,,15,84,LOW,Clear,1.4
951,2010-06-26,Kew Balmy Beach,18,None,25,Yes,7,15.9,140,LOW,Slightly Murky,1.9
952,2010-06-27,Kew Balmy Beach,,None,20,Yes,45,16.4,80,LOW,Clear,1.1
953,2010-06-28,Kew Balmy Beach,11,None,27,Yes,0,18.7,70,LOW,Semi-Clear,4.2
954,2010-06-29,Kew Balmy Beach,15,None,21,Yes,,14,20,LOW,Clear,2.7
955,2010-06-30,Kew Balmy Beach,24,NW,21,No,,9.2,50,LOW,"Clear, Algae",3
956,2010-07-01,Kew Balmy Beach,22,NW,18,No,,9.2,30,LOW,Clear,1.9
957,2010-07-02,Kew Balmy Beach,5,None,20,No,,10.1,90,LOW,Clear,2.1
958,2010-07-03,Kew Balmy Beach,15,None,25,No,,9.1,21,LOW,Very clear,2.9
959,2010-07-04,Kew Balmy Beach,9,None,29,No,,8.2,20,LOW,Clear,2.2
960,2010-07-05,Kew Balmy Beach,15,SW,27,No,,12.4,90,LOW,Clear,1.2
961,2010-07-06,Kew Balmy Beach,5,None,30,N/A,,13.7,100,LOW,Clear,1.4
962,2010-07-07,Kew Balmy Beach,5,SW,38,No,,15.1,70,LOW,Clear,1
963,2010-07-08,Kew Balmy Beach,4,None,34,No,,17,15,LOW,Clear,1.2
964,2010-07-09,Kew Balmy Beach,4,None,25,Yes,30,16,9,LOW,None,1.7
965,2010-07-10,Kew Balmy Beach,,None,,N/A,,18,75,LOW,None,1.5
966,2010-07-11,Kew Balmy Beach,5,None,27,No,,18.8,95,LOW,Clear,2.1
967,2010-07-12,Kew Balmy Beach,18,SE,25,Yes,,20.4,60,LOW,Clear,2.4
968,2010-07-13,Kew Balmy Beach,12,None,30,Yes,,24.2,55,LOW,Clear,1.4
969,2010-07-14,Kew Balmy Beach,14,SE,33,No,,21,36,LOW,Clear,1.6
970,2010-07-15,Kew Balmy Beach,4,SE,29,No,,23,45,LOW,Clear,1
971,2010-07-16,Kew Balmy Beach,9,None,29,Yes,0,23,32,LOW,Clear with algae,5.6
972,2010-07-17,Kew Balmy Beach,26,SE,30,No,,18,38,LOW,"Green and Murkey, algae rich",40.2
973,2010-07-18,Kew Balmy Beach,18,S,29,No,,15.9,70,LOW,"34,35 - cloudy, 38 - murkey, 37, 39, 40, 41 - Clear with algae",65.4
974,2010-07-19,Kew Balmy Beach,15,None,27,Yes,1,16,34,LOW,clear,1.5
975,2010-07-20,Kew Balmy Beach,10,None,24,Yes,,16.1,24,LOW,clear,1.6
976,2010-07-21,Kew Balmy Beach,,None,,N/A,,18,7,LOW,clear,1.3
977,2010-07-22,Kew Balmy Beach,17,None,22,No,,15.6,25,LOW,clear,0.6
978,2010-07-23,Kew Balmy Beach,10,None,24,Yes,36,19,110,LOW,murky,61
979,2010-07-24,Kew Balmy Beach,5,None,26,Yes,13,17.9,70,LOW,"murky, grey",6.1
980,2010-07-25,Kew Balmy Beach,20,None,24,Yes,,17.4,40,LOW,clear,2.2
981,2010-07-26,Kew Balmy Beach,17,W,28,No,,18,24,LOW,clear,1.8
982,2010-07-27,Kew Balmy Beach,4,None,30,No,,18.4,45,LOW,clear,2
983,2010-07-28,Kew Balmy Beach,17,None,30,Yes,2,18,10,LOW,clear,4.1
984,2010-07-29,Kew Balmy Beach,18,NW,21,Yes,7,11.6,50,LOW,clear,1.2
985,2010-07-30,Kew Balmy Beach,13,SE,19,No,,14,15,LOW,clear,1.8
986,2010-07-31,Kew Balmy Beach,8,None,21,No,,17,40,LOW,clear,1.3
987,2010-08-01,Kew Balmy Beach,8,None,19,Yes,,19,30,HIGH,Murky,5.6
988,2010-08-02,Kew Balmy Beach,10,None,30,No,,20,25,LOW,Murky,2.8
989,2010-05-24,Woodbine Beaches,,None,,N/A,,,,None,None,
990,2010-05-25,Woodbine Beaches,,None,27,No,,15,70,LOW,Clear,1
991,2010-05-26,Woodbine Beaches,,None,30,No,,15,30,LOW,Clear,4.6
992,2010-05-27,Woodbine Beaches,15,NW,30,No,,14,27,LOW,"Clear, more algae at bottom than previous years.",4.1
993,2010-05-28,Woodbine Beaches,,SE,26,No,,17,16,LOW,Slightly murky but still clear,4.5
994,2010-05-29,Woodbine Beaches,,None,,No,,17.3,36,LOW,Clear,5.6
995,2010-05-30,Woodbine Beaches,,None,30,No,,17,,LOW,Clear,
996,2010-05-31,Woodbine Beaches,11,None,20,No,2,18,20,MOD,Slightly murky with algae,7
997,2010-06-01,Woodbine Beaches,,None,,Yes,6,18,15,LOW,Clear,1.2
998,2010-06-02,Woodbine Beaches,15,None,27,Yes,21,18.2,10,LOW,Clear,0.9
999,2010-06-03,Woodbine Beaches,10,None,20,No,3,,5,LOW,"Clear, greyish",
1000,2010-06-04,Woodbine Beaches,8,None,23,Yes,2,17.3,5,NONE,Clear,1.7
1001,2010-06-05,Woodbine Beaches,,SW,20,Yes,2,20,16,LOW,Clear,3.8
1002,2010-06-06,Woodbine Beaches,20,N,17,Yes,20,18,35,HIGH,Brown and Murky,100
1003,2010-06-07,Woodbine Beaches,5,None,19,Yes,,18.5,20,LOW,Cloudy and grey,8.5
1004,2010-06-08,Woodbine Beaches,15,None,20,No,,15,20,LOW,Clear,2
1005,2010-06-09,Woodbine Beaches,13,None,15,Yes,4,15.2,17,MOD,Semi-Clear with a chance of algae,5.6
1006,2010-06-10,Woodbine Beaches,13,NW,18,Yes,,15.56,59,LOW,"Semi-Clear, Greyish",8.4
1007,2010-06-11,Woodbine Beaches,5,None,20,No,,15.9,30,LOW,"Clear, turquoise",2.8
1008,2010-06-12,Woodbine Beaches,27,E,15,No,4,15.75,36,HIGH,Slightly murky but still clear,11.7
1009,2010-06-13,Woodbine Beaches,5,None,17,N/A,,15.7,24,LOW,Semi-Clear,7.4
1010,2010-06-14,Woodbine Beaches,10,None,25,N/A,,16.4,40,LOW,Clear,4.2
1011,2010-06-15,Woodbine Beaches,15,None,22,N/A,,16.2,15,LOW,Clear,2.5
1012,2010-06-16,Woodbine Beaches,20,None,23,N/A,15,15.8,,MOD,"Murky, grey",23.8
1013,2010-06-17,Woodbine Beaches,,None,20,Yes,,12,22,LOW,Clear,22
1014,2010-06-18,Woodbine Beaches,11,W,25,No,,16,12,LOW,Clear,0.9
1015,2010-06-19,Woodbine Beaches,15,None,26,Yes,,19,15,LOW,Slightly Murky,3.6
1016,2010-06-20,Woodbine Beaches,25,None,26,Yes,,15.7,15,LOW,Clear,2.8
1017,2010-06-21,Woodbine Beaches,11,None,25,No,,15,20,LOW,Clear,1
1018,2010-06-22,Woodbine Beaches,18,None,22,No,19,17,60,LOW,Murky,6.9
